2016-11-09,06:42:44.867284,KitchenAStove
2016-11-09,06:42:46.206183,KitchenAArea
2016-11-09,06:42:48.302793,KitchenARefrigerator
2016-11-09,06:42:48.641324,KitchenAArea
2016-11-09,06:42:49.516344,KitchenADiningChair
2016-11-09,06:42:49.677218,KitchenADiningChair
2016-11-09,06:42:50.678282,KitchenADiningChair
2016-11-09,06:42:52.578025,KitchenARefrigerator
2016-11-09,06:42:53.333547,KitchenAArea
2016-11-09,06:43:01.397844,KitchenARefrigerator
2016-11-09,06:43:01.408530,KitchenAArea
2016-11-09,06:43:03.073672,KitchenARefrigerator
2016-11-09,06:43:06.448378,KitchenARefrigerator
2016-11-09,06:43:09.075896,KitchenARefrigerator
2016-11-09,06:43:15.639488,KitchenARefrigerator
2016-11-09,06:43:16.015961,KitchenAArea
2016-11-09,06:43:18.799271,KitchenAStove
2016-11-09,06:43:23.302993,KitchenAStove
2016-11-09,06:43:26.488723,KitchenAStove
2016-11-09,06:43:48.613423,KitchenAStove
2016-11-09,06:43:52.948126,KitchenAArea
2016-11-09,06:44:03.636338,KitchenAArea
2016-11-09,06:44:06.985945,KitchenAStove
2016-11-09,06:44:22.232831,BedroomBArea
2016-11-09,06:44:23.358074,BedroomBBed
2016-11-09,06:44:26.255565,BedroomBBed
2016-11-09,06:44:26.544368,BedroomBArea
2016-11-09,06:46:50.407331,BathroomBSink
2016-11-09,06:46:50.830085,BathroomBSink
2016-11-09,06:46:51.239877,BathroomBSink
2016-11-09,06:46:53.804831,BedroomBBed
2016-11-09,06:46:53.929855,BedroomBArea
2016-11-09,06:46:55.379101,BathroomBArea
2016-11-09,06:47:03.846106,BedroomBArea
2016-11-09,06:47:09.279701,BedroomBArea
2016-11-09,06:47:09.737903,BedroomBBed
2016-11-09,06:47:17.876693,BedroomBDoor
2016-11-09,06:47:20.152162,BedroomBArea
2016-11-09,06:47:22.359679,DiningRoomAArea
2016-11-09,06:47:26.257699,BathroomBArea
2016-11-09,06:47:27.187621,BedroomADoor
2016-11-09,06:47:27.904349,BathroomAArea
2016-11-09,06:47:28.026141,BathroomASink
2016-11-09,06:47:30.280567,BathroomAToilet
2016-11-09,06:47:34.091648,BathroomAArea
2016-11-09,06:47:36.657084,BathroomAToilet
2016-11-09,06:47:37.099142,BathroomAArea
2016-11-09,06:48:10.780308,BathroomAToilet
2016-11-09,06:48:20.156887,BathroomAToilet
2016-11-09,06:48:21.153511,BathroomAArea
2016-11-09,06:48:23.027303,BathroomAArea
2016-11-09,06:48:24.998138,BathroomASink
2016-11-09,06:48:27.707710,BathroomAArea
2016-11-09,06:48:28.994952,KitchenAStove
2016-11-09,06:48:30.454386,KitchenAArea
2016-11-09,06:48:34.706332,KitchenAStove
2016-11-09,06:48:36.336812,BathroomAArea
2016-11-09,06:48:36.956420,KitchenAStove
2016-11-09,06:48:43.089000,BathroomAArea
2016-11-09,06:48:43.557035,BathroomASink
2016-11-09,06:48:44.775201,BathroomAArea
2016-11-09,06:48:45.809966,BathroomASink
2016-11-09,06:48:47.688245,BathroomASink
2016-11-09,06:48:48.578815,BathroomAArea
2016-11-09,06:48:53.031037,BathroomAArea
2016-11-09,06:49:00.894635,BathroomAArea
2016-11-09,06:49:02.679766,BathroomASink
2016-11-09,06:49:04.718842,BathroomAArea
2016-11-09,06:49:09.618024,BathroomASink
2016-11-09,06:49:14.583446,BathroomAArea
2016-11-09,06:49:18.244162,BathroomASink
2016-11-09,06:49:19.837465,BathroomAArea
2016-11-09,06:49:23.491902,BathroomASink
2016-11-09,06:49:23.954749,BathroomAArea
2016-11-09,06:49:26.827574,KitchenAStove
2016-11-09,06:49:27.602305,KitchenADiningChair
2016-11-09,06:49:29.215408,BathroomAArea
2016-11-09,06:49:30.430504,BathroomASink
2016-11-09,06:49:31.325820,KitchenAStove
2016-11-09,06:49:33.901504,BathroomAArea
2016-11-09,06:49:35.487934,BathroomASink
2016-11-09,06:49:35.960972,BathroomAArea
2016-11-09,06:49:40.497863,BathroomBArea
2016-11-09,06:49:44.451543,KitchenAStove
2016-11-09,06:49:44.663335,KitchenAArea
2016-11-09,06:49:57.410547,KitchenAArea
2016-11-09,06:49:57.947722,KitchenAStove
2016-11-09,06:49:59.932682,KitchenADiningChair
2016-11-09,06:50:02.188596,DiningRoomAArea
2016-11-09,06:50:02.483393,BedroomBDoor
2016-11-09,06:50:02.884756,BedroomBArea
2016-11-09,06:50:07.033967,BedroomBArea
2016-11-09,06:50:08.035109,BedroomBBed
2016-11-09,06:50:10.098139,BedroomBBed
2016-11-09,06:50:19.775367,BedroomBArea
2016-11-09,06:50:38.697428,BedroomBArea
2016-11-09,06:50:43.010406,BedroomBArea
2016-11-09,06:50:45.598453,KitchenAStove
2016-11-09,06:50:46.620748,KitchenADiningChair
2016-11-09,06:50:46.715887,KitchenAArea
2016-11-09,06:50:46.761543,BedroomBArea
2016-11-09,06:50:48.792047,KitchenARefrigerator
2016-11-09,06:50:50.468395,KitchenAArea
2016-11-09,06:50:51.071449,BedroomBArea
2016-11-09,06:50:52.503283,KitchenAStove
2016-11-09,06:50:56.131716,BedroomBArea
2016-11-09,06:50:58.313359,KitchenAStove
2016-11-09,06:50:58.957031,BedroomBArea
2016-11-09,06:51:03.952294,KitchenAStove
2016-11-09,06:51:04.097601,BedroomBArea
2016-11-09,06:51:05.274668,KitchenAArea
2016-11-09,06:51:05.551857,KitchenADiningChair
2016-11-09,06:51:07.757582,BedroomBArea
2016-11-09,06:51:08.150965,MainEntryway
2016-11-09,06:51:10.540813,BedroomBDoor
2016-11-09,06:51:10.677027,MainEntryway
2016-11-09,06:51:17.235054,MainEntryway
2016-11-09,06:51:18.632945,BedroomBArea
2016-11-09,06:51:19.146859,KitchenAArea
2016-11-09,06:51:21.190522,KitchenAStove
2016-11-09,06:51:21.674588,KitchenADiningChair
2016-11-09,06:51:23.998651,KitchenAStove
2016-11-09,06:51:26.437557,KitchenAStove
2016-11-09,06:51:28.315045,KitchenAStove
2016-11-09,06:51:32.503565,BedroomBArea
2016-11-09,06:51:33.602863,BedroomBDoor
2016-11-09,06:51:37.314313,KitchenAStove
2016-11-09,06:51:37.896023,KitchenAArea
2016-11-09,06:51:41.436399,KitchenAStove
2016-11-09,06:51:43.145200,KitchenAArea
2016-11-09,06:51:43.794636,KitchenADiningChair
2016-11-09,06:51:44.245384,KitchenAStove
2016-11-09,06:51:49.872673,KitchenAStove
2016-11-09,06:51:50.834517,KitchenAArea
2016-11-09,06:51:54.370887,KitchenAStove
2016-11-09,06:51:56.593065,KitchenADiningChair
2016-11-09,06:51:57.484355,KitchenADiningChair
2016-11-09,06:51:58.494669,KitchenAStove
2016-11-09,06:51:59.359008,KitchenADiningChair
2016-11-09,06:51:59.833597,KitchenAArea
2016-11-09,06:52:01.116583,KitchenAStove
2016-11-09,06:52:02.919770,KitchenADiningChair
2016-11-09,06:52:04.871907,KitchenAStove
2016-11-09,06:52:05.269092,KitchenAArea
2016-11-09,06:52:05.923964,KitchenADiningChair
2016-11-09,06:52:11.543257,KitchenADiningChair
2016-11-09,06:52:13.683046,KitchenAStove
2016-11-09,06:52:18.180989,KitchenAStove
2016-11-09,06:52:18.396511,KitchenAArea
2016-11-09,06:52:19.231009,KitchenADiningChair
2016-11-09,06:52:20.458123,KitchenAArea
2016-11-09,06:52:25.142851,KitchenAArea
2016-11-09,06:52:25.230551,KitchenADiningChair
2016-11-09,06:52:26.919574,KitchenADiningChair
2016-11-09,06:52:28.707072,KitchenAArea
2016-11-09,06:52:28.868314,KitchenAStove
2016-11-09,06:52:32.241555,KitchenAStove
2016-11-09,06:52:33.581010,KitchenAArea
2016-11-09,06:52:36.366625,KitchenAStove
2016-11-09,06:52:36.497960,KitchenADiningChair
2016-11-09,06:53:08.919040,KitchenADiningChair
2016-11-09,06:53:09.174839,KitchenAStove
2016-11-09,06:53:09.761691,KitchenAArea
2016-11-09,06:53:12.666332,KitchenADiningChair
2016-11-09,06:53:15.668030,KitchenADiningChair
2016-11-09,06:53:17.077058,KitchenAArea
2016-11-09,06:53:18.104150,KitchenADiningChair
2016-11-09,06:53:18.362593,KitchenAStove
2016-11-09,06:53:25.486582,KitchenAStove
2016-11-09,06:53:28.115243,KitchenAStove
2016-11-09,06:53:31.139374,KitchenAArea
2016-11-09,06:53:32.046617,KitchenAStove
2016-11-09,06:53:32.347444,KitchenADiningChair
2016-11-09,06:53:35.165066,KitchenADiningChair
2016-11-09,06:53:35.823671,KitchenAArea
2016-11-09,06:53:41.072398,KitchenAArea
2016-11-09,06:53:44.260514,KitchenAArea
2016-11-09,06:53:47.261179,KitchenAArea
2016-11-09,06:53:48.288685,KitchenADiningChair
2016-11-09,06:53:49.109256,KitchenAStove
2016-11-09,06:53:57.545640,KitchenAStove
2016-11-09,06:53:57.943983,KitchenAArea
2016-11-09,06:53:58.599435,KitchenADiningChair
2016-11-09,06:54:07.596072,KitchenADiningChair
2016-11-09,06:54:09.010056,KitchenAArea
2016-11-09,06:54:09.543232,KitchenAStove
2016-11-09,06:54:12.360899,KitchenAStove
2016-11-09,06:54:20.604670,KitchenAStove
2016-11-09,06:54:24.356899,KitchenAStove
2016-11-09,06:54:24.844243,KitchenADiningChair
2016-11-09,06:54:29.610582,KitchenAStove
2016-11-09,06:54:29.822385,KitchenADiningChair
2016-11-09,06:54:30.567380,KitchenAArea
2016-11-09,06:54:34.966149,KitchenADiningChair
2016-11-09,06:54:35.075155,KitchenAArea
2016-11-09,06:54:37.134032,KitchenAArea
2016-11-09,06:54:37.853413,KitchenAStove
2016-11-09,06:54:43.781487,KitchenADiningChair
2016-11-09,06:54:45.467761,KitchenADiningChair
2016-11-09,06:55:13.024892,KitchenADiningChair
2016-11-09,06:55:17.972999,KitchenAStove
2016-11-09,06:55:18.651949,KitchenADiningChair
2016-11-09,06:55:21.655846,KitchenADiningChair
2016-11-09,06:55:26.785310,KitchenAStove
2016-11-09,06:55:26.901061,KitchenADiningChair
2016-11-09,06:55:32.869049,KitchenARefrigerator
2016-11-09,06:55:33.372601,KitchenAArea
2016-11-09,06:55:34.529124,KitchenARefrigerator
2016-11-09,06:55:37.404426,KitchenADiningChair
2016-11-09,06:55:37.846997,KitchenAStove
2016-11-09,06:55:39.834698,KitchenADiningChair
2016-11-09,06:55:44.033242,KitchenAStove
2016-11-09,06:55:44.340126,KitchenADiningChair
2016-11-09,06:55:45.186886,KitchenAArea
2016-11-09,06:55:49.283067,KitchenAStove
2016-11-09,06:55:49.458889,KitchenADiningChair
2016-11-09,06:55:51.747457,KitchenAArea
2016-11-09,06:55:53.408324,KitchenAStove
2016-11-09,06:55:54.093859,KitchenADiningChair
2016-11-09,06:55:55.497028,KitchenAArea
2016-11-09,06:55:56.968544,KitchenAStove
2016-11-09,06:56:15.719470,KitchenAStove
2016-11-09,06:56:15.836216,KitchenADiningChair
2016-11-09,06:56:17.058543,KitchenAArea
2016-11-09,06:56:21.550513,KitchenAArea
2016-11-09,06:56:21.772053,KitchenARefrigerator
2016-11-09,06:56:25.149641,KitchenARefrigerator
2016-11-09,06:56:26.059914,KitchenAArea
2016-11-09,06:56:27.713818,KitchenAStove
2016-11-09,06:56:27.834429,KitchenADiningChair
2016-11-09,06:58:04.457881,KitchenAStove
2016-11-09,06:59:34.363110,KitchenAStove
2016-11-09,07:00:22.629982,KitchenAStove
2016-11-09,07:00:23.598650,KitchenADiningChair
2016-11-09,07:00:28.187249,KitchenADiningChair
2016-11-09,07:01:03.208874,BathroomAToilet
2016-11-09,07:01:07.707472,BathroomAToilet
2016-11-09,07:01:10.897850,BathroomAToilet
2016-11-09,07:03:27.980417,KitchenADiningChair
2016-11-09,07:03:43.730350,KitchenADiningChair
2016-11-09,07:03:44.192703,KitchenAArea
2016-11-09,07:03:45.110562,KitchenAStove
2016-11-09,07:03:50.178065,KitchenAStove
2016-11-09,07:03:51.042751,KitchenADiningChair
2016-11-09,07:03:51.317130,KitchenAArea
2016-11-09,07:03:53.920361,KitchenAStove
2016-11-09,07:03:55.800446,KitchenAStove
2016-11-09,07:04:02.008811,KitchenAArea
2016-11-09,07:04:02.306010,KitchenADiningChair
2016-11-09,07:04:02.356734,KitchenAStove
2016-11-09,07:04:05.291264,KitchenADiningChair
2016-11-09,07:04:05.568079,KitchenAArea
2016-11-09,07:04:12.293500,KitchenAStove
2016-11-09,07:04:12.415478,KitchenADiningChair
2016-11-09,07:04:13.255147,KitchenAArea
2016-11-09,07:04:18.037337,KitchenADiningChair
2016-11-09,07:04:18.313105,KitchenAArea
2016-11-09,07:04:18.664813,KitchenAStove
2016-11-09,07:04:23.732183,KitchenAStove
2016-11-09,07:04:24.226399,KitchenADiningChair
2016-11-09,07:04:24.503495,KitchenAArea
2016-11-09,07:04:26.167068,KitchenAStove
2016-11-09,07:04:28.487059,KitchenARefrigerator
2016-11-09,07:04:31.915457,KitchenADiningChair
2016-11-09,07:04:32.001068,KitchenAArea
2016-11-09,07:04:33.288387,KitchenAStove
2016-11-09,07:04:35.937000,KitchenAArea
2016-11-09,07:04:36.037533,KitchenADiningChair
2016-11-09,07:04:40.539705,KitchenADiningChair
2016-11-09,07:04:43.166398,KitchenADiningChair
2016-11-09,07:04:43.247112,KitchenAArea
2016-11-09,07:04:43.604767,KitchenAStove
2016-11-09,07:04:47.189290,KitchenAArea
2016-11-09,07:04:47.722934,KitchenAStove
2016-11-09,07:04:47.846132,KitchenADiningChair
2016-11-09,07:04:53.914170,KitchenAStove
2016-11-09,07:04:56.100270,KitchenADiningChair
2016-11-09,07:04:57.880795,KitchenAArea
2016-11-09,07:05:00.972723,KitchenADiningChair
2016-11-09,07:05:04.162770,KitchenADiningChair
2016-11-09,07:05:04.600059,KitchenAStove
2016-11-09,07:05:04.626776,KitchenAArea
2016-11-09,07:05:08.352370,KitchenAStove
2016-11-09,07:05:08.561563,KitchenAArea
2016-11-09,07:05:09.784461,KitchenADiningChair
2016-11-09,07:05:14.728087,KitchenAStove
2016-11-09,07:05:15.599493,KitchenADiningChair
2016-11-09,07:05:16.058506,KitchenAArea
2016-11-09,07:05:26.724543,KitchenAStove
2016-11-09,07:05:27.598623,KitchenADiningChair
2016-11-09,07:05:27.871089,KitchenAArea
2016-11-09,07:05:31.063918,KitchenAArea
2016-11-09,07:05:33.036138,KitchenADiningChair
2016-11-09,07:05:34.033118,KitchenAStove
2016-11-09,07:05:35.907139,KitchenAStove
2016-11-09,07:05:36.495400,KitchenAArea
2016-11-09,07:05:38.745110,KitchenAArea
2016-11-09,07:05:38.845424,KitchenADiningChair
2016-11-09,07:05:42.118061,KitchenAArea
2016-11-09,07:05:49.278600,BedroomBDoor
2016-11-09,07:05:50.254343,BedroomBArea
2016-11-09,07:05:53.817929,BedroomBArea
2016-11-09,07:05:56.066838,BedroomBArea
2016-11-09,07:06:02.069226,BedroomBArea
2016-11-09,07:06:17.806978,BathroomAToilet
2016-11-09,07:06:20.992175,BathroomAToilet
2016-11-09,07:06:26.051989,BathroomAToilet
2016-11-09,07:06:27.927300,BathroomAToilet
2016-11-09,07:06:50.612446,BathroomAToilet
2016-11-09,07:06:57.463850,BathroomAArea
2016-11-09,07:06:59.611352,BathroomAToilet
2016-11-09,07:06:59.704236,BathroomAArea
2016-11-09,07:07:06.084470,BathroomAArea
2016-11-09,07:07:06.737905,BathroomAToilet
2016-11-09,07:07:13.302367,BathroomAToilet
2016-11-09,07:07:14.981347,BathroomAToilet
2016-11-09,07:07:22.299201,BathroomAToilet
2016-11-09,07:07:26.236994,BathroomAToilet
2016-11-09,07:07:29.424803,BathroomAToilet
2016-11-09,07:07:32.333611,BathroomAArea
2016-11-09,07:36:13.229558,KitchenAArea
2016-11-09,07:36:13.355344,KitchenADiningChair
2016-11-09,07:36:14.524746,KitchenAStove
2016-11-09,07:36:20.343199,KitchenAStove
2016-11-09,07:36:22.964581,KitchenAStove
2016-11-09,07:36:23.297321,KitchenADiningChair
2016-11-09,07:36:23.730545,KitchenAArea
2016-11-09,07:36:35.854290,KitchenADiningChair
2016-11-09,07:36:36.105139,KitchenAArea
2016-11-09,07:36:37.213324,KitchenAStove
2016-11-09,07:40:20.562426,KitchenADiningChair
2016-11-09,07:40:20.790585,KitchenAStove
2016-11-09,07:40:24.583520,KitchenADiningChair
2016-11-09,07:40:25.376985,KitchenAStove
2016-11-09,07:40:30.624614,KitchenAStove
2016-11-09,07:40:32.904882,KitchenADiningChair
2016-11-09,07:40:38.873003,KitchenAStove
2016-11-09,07:40:49.931690,KitchenAStove
2016-11-09,07:40:52.894330,KitchenADiningChair
2016-11-09,07:40:59.866143,KitchenAStove
2016-11-09,07:41:05.494365,KitchenAStove
2016-11-09,07:41:10.179164,KitchenAStove
2016-11-09,07:41:13.930903,KitchenAStove
2016-11-09,07:41:14.645872,KitchenADiningChair
2016-11-09,07:43:05.442095,KitchenADiningChair
2016-11-09,07:43:06.044728,KitchenAStove
2016-11-09,07:43:06.437670,KitchenAArea
2016-11-09,07:43:09.424947,KitchenAStove
2016-11-09,07:43:36.982752,KitchenAStove
2016-11-09,07:43:46.727610,KitchenAStove
2016-11-09,07:43:54.602065,KitchenAStove
2016-11-09,07:43:56.439153,KitchenADiningChair
2016-11-09,07:43:57.089838,KitchenAArea
2016-11-09,07:43:59.436928,KitchenADiningChair
2016-11-09,07:44:03.751717,KitchenADiningChair
2016-11-09,07:44:06.789990,KitchenAStove
2016-11-09,07:44:14.849838,KitchenAStove
2016-11-09,07:44:16.744096,KitchenAArea
2016-11-09,07:44:23.098056,KitchenAStove
2016-11-09,07:44:23.304650,KitchenAArea
2016-11-09,07:44:27.598444,KitchenAStove
2016-11-09,07:44:31.722857,KitchenAStove
2016-11-09,07:44:32.998500,KitchenADiningChair
2016-11-09,07:44:34.534807,KitchenAStove
2016-11-09,07:44:50.471000,KitchenAStove
2016-11-09,07:44:54.784564,KitchenAStove
2016-11-09,07:45:02.844069,KitchenAStove
2016-11-09,07:45:16.720314,KitchenAStove
2016-11-09,07:45:20.090226,KitchenAStove
2016-11-09,07:45:23.466027,KitchenAStove
2016-11-09,07:45:26.278279,KitchenAStove
2016-11-09,07:45:46.530850,KitchenAStove
2016-11-09,07:46:04.530431,KitchenAStove
2016-11-09,07:46:13.715071,KitchenAStove
2016-11-09,07:46:24.587208,KitchenAStove
2016-11-09,07:46:47.274107,KitchenAStove
2016-11-09,07:46:50.835324,KitchenAStove
2016-11-09,07:46:53.085424,KitchenAStove
2016-11-09,07:46:56.644644,KitchenAStove
2016-11-09,07:47:09.393310,KitchenAStove
2016-11-09,07:47:15.583981,KitchenAStove
2016-11-09,07:47:18.954574,KitchenAStove
2016-11-09,07:47:34.705118,KitchenAStove
2016-11-09,07:47:47.076939,KitchenAStove
2016-11-09,07:47:52.517122,KitchenAStove
2016-11-09,07:47:57.017087,KitchenAStove
2016-11-09,07:47:58.718761,KitchenAArea
2016-11-09,07:48:12.137774,BedroomBArea
2016-11-09,07:48:15.699547,BedroomBArea
2016-11-09,07:49:54.750051,KitchenAStove
2016-11-09,07:49:58.686454,KitchenAStove
2016-11-09,07:50:01.312366,KitchenAStove
2016-11-09,07:50:05.434658,KitchenAStove
2016-11-09,07:50:09.372894,KitchenAStove
2016-11-09,07:50:13.498347,KitchenAStove
2016-11-09,07:50:18.188747,KitchenAStove
2016-11-09,07:50:21.186038,KitchenAStove
2016-11-09,07:50:24.372061,KitchenAStove
2016-11-09,07:50:28.122432,KitchenAStove
2016-11-09,07:50:37.874170,KitchenAStove
2016-11-09,07:50:41.433208,KitchenAStove
2016-11-09,07:50:44.807975,KitchenAStove
2016-11-09,07:50:45.603887,KitchenAArea
2016-11-09,07:50:47.429734,KitchenAStove
2016-11-09,07:50:49.002839,KitchenADiningChair
2016-11-09,07:51:00.335359,KitchenADiningChair
2016-11-09,07:51:04.276144,KitchenADiningChair
2016-11-09,07:51:04.492171,KitchenAStove
2016-11-09,07:51:12.184492,KitchenAStove
2016-11-09,07:51:15.182868,KitchenAStove
2016-11-09,07:51:18.555540,KitchenAStove
2016-11-09,07:51:27.743040,KitchenAStove
2016-11-09,07:51:36.179115,KitchenAStove
2016-11-09,07:51:39.891551,KitchenADiningChair
2016-11-09,07:51:39.926929,KitchenAStove
2016-11-09,07:51:40.694569,KitchenAArea
2016-11-09,07:51:44.633913,KitchenAArea
2016-11-09,07:51:45.896687,KitchenADiningChair
2016-11-09,07:51:46.114196,KitchenAStove
2016-11-09,07:51:47.819344,KitchenAArea
2016-11-09,07:51:52.906399,MainEntryway
2016-11-09,07:52:03.217304,MainEntryway
2016-11-09,07:52:05.252574,KitchenAArea
2016-11-09,07:52:07.264307,KitchenADiningChair
2016-11-09,07:52:07.486517,KitchenAStove
2016-11-09,07:52:09.927473,KitchenAStove
2016-11-09,07:52:10.128885,KitchenAArea
2016-11-09,07:52:16.463164,LivingRoomAArea
2016-11-09,07:52:32.442682,KitchenAArea
2016-11-09,07:52:34.483077,KitchenAStove
2016-11-09,07:52:34.641376,KitchenADiningChair
2016-11-09,07:52:43.265223,KitchenADiningChair
2016-11-09,07:52:43.290571,KitchenAStove
2016-11-09,07:53:19.859035,KitchenAStove
2016-11-09,07:53:22.261445,KitchenADiningChair
2016-11-09,07:53:48.538223,KitchenAStove
2016-11-09,07:53:51.538250,KitchenAStove
2016-11-09,07:53:55.662938,KitchenAStove
2016-11-09,07:54:03.723715,KitchenAStove
2016-11-09,07:54:06.163810,KitchenAStove
2016-11-09,07:54:20.410569,KitchenAStove
2016-11-09,07:54:23.218580,KitchenAStove
2016-11-09,07:54:28.287332,KitchenAStove
2016-11-09,07:54:36.347037,KitchenAStove
2016-11-09,07:54:44.226125,KitchenAStove
2016-11-09,07:54:45.876573,KitchenADiningChair
2016-11-09,07:54:57.718597,KitchenAStove
2016-11-09,07:55:05.220350,KitchenAStove
2016-11-09,07:55:08.782027,KitchenAStove
2016-11-09,07:55:12.153165,KitchenAStove
2016-11-09,07:55:22.839202,KitchenAStove
2016-11-09,07:55:22.997318,KitchenADiningChair
2016-11-09,07:55:25.653983,KitchenAStove
2016-11-09,07:55:26.268029,KitchenAArea
2016-11-09,07:55:27.122417,KitchenADiningChair
2016-11-09,07:55:30.119158,KitchenADiningChair
2016-11-09,07:55:30.713097,KitchenAStove
2016-11-09,07:55:32.046258,KitchenAArea
2016-11-09,07:55:42.379640,BathroomBArea
2016-11-09,07:55:42.661571,BathroomBSink
2016-11-09,07:55:44.996331,BathroomBArea
2016-11-09,07:55:47.714453,BathroomBToilet
2016-11-09,07:55:49.396575,BathroomBToilet
2016-11-09,07:55:50.798100,BathroomBArea
2016-11-09,07:55:52.413162,BathroomBSink
2016-11-09,07:55:56.848824,BathroomAArea
2016-11-09,07:55:57.029793,BathroomASink
2016-11-09,07:56:00.406971,BathroomAArea
2016-11-09,07:56:02.845268,BathroomAArea
2016-11-09,07:56:05.279994,BathroomASink
2016-11-09,07:56:09.759613,BathroomAArea
2016-11-09,07:56:11.651844,BathroomASink
2016-11-09,07:56:12.573136,BathroomAArea
2016-11-09,07:56:15.240122,BathroomASink
2016-11-09,07:56:15.948843,BathroomAArea
2016-11-09,07:56:18.142838,BedroomADoor
2016-11-09,07:56:18.616180,BedroomAArea
2016-11-09,07:56:24.610558,BedroomAArea
2016-11-09,07:56:27.889462,BedroomADoor
2016-11-09,07:56:29.080291,BathroomAArea
2016-11-09,07:56:29.651736,BathroomASink
2016-11-09,07:56:33.759231,BathroomAArea
2016-11-09,07:56:34.526776,BathroomASink
2016-11-09,07:56:45.397464,BathroomAArea
2016-11-09,07:56:45.423893,BathroomASink
2016-11-09,07:56:47.345158,BathroomAToilet
2016-11-09,07:56:51.461040,BathroomAToilet
2016-11-09,07:56:53.452518,BathroomAArea
2016-11-09,07:56:57.002218,BathroomAArea
2016-11-09,07:56:57.842098,BathroomAToilet
2016-11-09,07:56:58.687957,BathroomAArea
2016-11-09,07:57:01.889822,BathroomAArea
2016-11-09,07:57:02.267996,BathroomASink
2016-11-09,07:57:12.942784,BathroomAArea
2016-11-09,07:57:13.145473,BathroomASink
2016-11-09,07:57:15.376091,BathroomAArea
2016-11-09,07:57:15.768883,BathroomASink
2016-11-09,07:57:17.828803,BathroomASink
2016-11-09,07:57:36.942339,BathroomAArea
2016-11-09,07:57:45.377156,BathroomAArea
2016-11-09,07:57:48.939271,BathroomAArea
2016-11-09,07:57:50.642683,BathroomASink
2016-11-09,07:57:55.541657,BedroomADoor
2016-11-09,07:57:55.732080,BedroomAArea
2016-11-09,07:58:04.540394,BedroomAArea
2016-11-09,07:58:19.095279,BedroomABed
2016-11-09,07:58:20.106695,BedroomAArea
2016-11-09,07:58:24.690408,BedroomADoor
2016-11-09,07:58:30.332550,BathroomBArea
2016-11-09,07:58:32.178318,BathroomBSink
2016-11-09,07:58:41.948899,BathroomBArea
2016-11-09,07:58:42.457293,BathroomBSink
2016-11-09,07:58:46.622605,BedroomADoor
2016-11-09,07:58:46.914266,BedroomAArea
2016-11-09,08:03:13.733367,BedroomAArea
2016-11-09,08:03:18.474754,BedroomADoor
2016-11-09,08:03:20.768409,BathroomBArea
2016-11-09,08:03:21.992762,BathroomBSink
2016-11-09,08:03:24.661425,BedroomADoor
2016-11-09,08:03:25.133591,BedroomAArea
2016-11-09,08:03:35.073354,BedroomAArea
2016-11-09,08:03:39.658325,BedroomADoor
2016-11-09,08:03:40.129900,BedroomAArea
2016-11-09,08:03:47.178775,DiningRoomAArea
2016-11-09,08:03:53.178575,DiningRoomAArea
2016-11-09,08:03:54.863749,DiningRoomAArea
2016-11-09,08:04:02.184786,DiningRoomAArea
